iter	Logloss
0	0.5199698374
1	0.3948887326
2	0.3049349582
3	0.2471259516
4	0.2096005899
5	0.1920485791
6	0.1704874729
7	0.1481425158
8	0.1320553258
9	0.1198645833
10	0.1089051007
11	0.1003911612
12	0.09375180148
13	0.08784040602
14	0.08346877995
15	0.07990335461
16	0.07702295717
17	0.07461400958
18	0.07230130765
19	0.07004679819
20	0.06807198702
21	0.06648212678
22	0.06509347876
23	0.06415193084
24	0.06319180548
25	0.06223749748
26	0.06143668839
27	0.06093915833
28	0.06012586246
29	0.05941562524
30	0.05900122674
31	0.05846713664
32	0.05815527865
33	0.05774642468
34	0.05725207673
35	0.05667103294
36	0.05633988411
37	0.05589351373
38	0.05553599399
39	0.05513484135
40	0.05479950931
41	0.05436220007
42	0.05409366327
43	0.05382322241
44	0.05358520327
45	0.05339944756
46	0.05320220654
47	0.05295625025
48	0.05269427601
49	0.05250669289
50	0.05232781466
51	0.05206149971
52	0.0517787448
53	0.05157109513
54	0.05145827524
55	0.0512265506
56	0.05102417837
57	0.05082607516
58	0.05061153123
59	0.05047783536
60	0.05035705639
61	0.05022856408
62	0.05006024321
63	0.04996285468
64	0.04984695934
65	0.04969674571
66	0.04958176197
67	0.04939704961
68	0.0492790679
69	0.04917669566
70	0.04906834834
71	0.04898218136
72	0.04885095231
73	0.04865545822
74	0.04846958268
75	0.04835346842
76	0.04824755439
77	0.04811865788
78	0.04798955292
79	0.04783272591
80	0.04773178221
81	0.04762177611
82	0.04746064551
83	0.04736759671
84	0.04729251177
85	0.04723228748
86	0.04711729218
87	0.04708621912
88	0.04695940161
89	0.04688686703
90	0.04677256693
91	0.04673008945
92	0.04668926796
93	0.0465805504
94	0.04644588189
95	0.04638400452
96	0.04623421491
97	0.04618059748
98	0.0460958847
99	0.04605970711
100	0.04600914513
101	0.04590341679
102	0.0458787099
103	0.0458311203
104	0.04569195321
105	0.04553517083
106	0.04546137605
107	0.04540963222
108	0.04537300902
109	0.04534948827
110	0.04525891179
111	0.0451641975
112	0.04510137896
113	0.04504293792
114	0.04496652143
115	0.04491043803
116	0.04486829052
117	0.04482084499
118	0.04469455612
119	0.04461793083
120	0.04453302683
121	0.04447547011
122	0.04446670674
123	0.04443692469
124	0.04435366067
125	0.04432671286
126	0.04428161768
127	0.04424221131
128	0.04416112875
129	0.04410062361
130	0.04398746509
131	0.0439617975
132	0.0438937843
133	0.04376500226
134	0.04372213653
135	0.04368759392
136	0.04360505308
137	0.04347677153
138	0.04334716851
139	0.04328941137
140	0.04320730276
141	0.04308839772
142	0.0430063073
143	0.04296119814
144	0.04291399381
145	0.042825521
146	0.04272266846
147	0.04269787278
148	0.04261494827
149	0.04257595338
150	0.04257576051
151	0.04254647485
152	0.04250047537
153	0.04248779007
154	0.04239632399
155	0.04232386562
156	0.04223852383
157	0.04214302689
158	0.04210522408
159	0.04207450091
160	0.04205024983
161	0.04200846209
162	0.04192063278
163	0.04185811993
164	0.04179201779
165	0.04173217543
166	0.04166494027
167	0.04158512364
168	0.04149210417
169	0.04146315566
170	0.0413457796
171	0.04129108442
172	0.04127354379
173	0.04125741316
174	0.0412189929
175	0.04113444951
176	0.04107746442
177	0.04105387872
178	0.04104368572
179	0.04096809928
180	0.04094062214
181	0.04090705703
182	0.04086471827
183	0.0408647182
184	0.0408468614
185	0.0407788628
186	0.0407501329
187	0.04068206849
188	0.04065491308
189	0.04058582595
190	0.04051880683
191	0.04044440519
192	0.04042132235
193	0.04038910506
194	0.04038895727
195	0.04034781857
196	0.04025992314
197	0.04025986544
198	0.04015291142
199	0.04010154464
200	0.04006869629
201	0.04000851836
202	0.03996016422
203	0.0398840038
204	0.03980333098
205	0.03978846626
206	0.03975883771
207	0.03971007456
208	0.03961966263
209	0.03953588472
210	0.03950338676
211	0.0394603214
212	0.03941277639
213	0.03936080464
214	0.03935066528
215	0.03929395129
216	0.03926235088
217	0.03919472764
218	0.03917736791
219	0.03909008775
220	0.03905012744
221	0.03903554254
222	0.03894668034
223	0.03890739106
224	0.03885201653
225	0.03879663935
226	0.03877761404
227	0.03871422482
228	0.03865979991
229	0.03861457367
230	0.03853794586
231	0.03853417221
232	0.0385191023
233	0.03851315778
234	0.03844409821
235	0.03837719482
236	0.03827084182
237	0.03825428759
238	0.03817883009
239	0.03812936313
240	0.03808225395
241	0.03805798041
242	0.03799790499
243	0.03794712506
244	0.03789926756
245	0.03784862001
246	0.03782883284
247	0.03776551879
248	0.03771946854
249	0.03765355681
250	0.03764328129
251	0.03759505484
252	0.03752039515
253	0.03751673046
254	0.03744922639
255	0.03737667274
256	0.03733253005
257	0.03728057311
258	0.03723978555
259	0.03717827542
260	0.03711912229
261	0.03706149248
262	0.03701868166
263	0.03698564429
264	0.03698564429
265	0.03695396331
266	0.03687213466
267	0.03680576286
268	0.03674760531
269	0.03673563004
270	0.03668295365
271	0.03660199905
272	0.03653607436
273	0.03649625555
274	0.03643095508
275	0.0363648968
276	0.03634139117
277	0.03628408589
278	0.03625537729
279	0.03617752684
280	0.03612510147
281	0.03604140968
282	0.03598289279
283	0.03591274794
284	0.03585666295
285	0.035828412
286	0.03580446938
287	0.03578123008
288	0.03573635653
289	0.03571523766
290	0.03568023087
291	0.03562021811
292	0.03558004334
293	0.03551439979
294	0.03549384044
295	0.03546556249
296	0.03541955913
297	0.03540033035
298	0.03534546428
299	0.03531820974
